Industry,Stage,Revenue,Company_Age,Profit_Margin,Employee_Count,Growth_Rate,Operating_Expenses,Net_Profit,Marketing_Budget,R&D_Budget,Operations_Cost,Salaries,Legal_Compliance,Miscellaneous
Healthcare,Seed,1246689,2,-8.195640393002003,236,-0.9521057766795762,4814134,3853205,96618.32253321834,70145.34516817321,2832671.947335667,1835057.3333333333,58279.68926444998,48640.89782313897
Manufacturing,Seed,5332470,2,-4.46119598649112,883,3.167243947571425,6210818,1724214,564395.3449612457,266071.7835411104,2969591.6694562114,6171066.25,129925.81376358002,62164.9860340043
Manufacturing,Mature,8517231,3,22.166913762741757,180,7.610704553122895,5949797,526453,514675.188045134,446851.7273546477,2649697.135651772,846285.0,110068.16859432569,193121.26296113277
Finance,Mature,5480125,2,-7.427572883291686,200,-1.970561707396981,4661817,850635,1072865.4563465111,534479.954403804,2217754.7205522005,1932900.0,231478.9483929156,66614.12422715269
Retail,Early-stage,8603356,17,32.43035486195376,518,10.69784814739974,3576540,2332362,569180.4510404867,1019624.9708987053,1813217.7864348819,4559349.666666667,276502.92932717875,245743.92091247425
Retail,Early-stage,6919644,9,-4.123030719811441,772,5.021623074160329,2592942,501204,420778.2348195323,457988.0118882758,1047155.3072997722,5674650.333333333,127415.48118592503,276120.76963008643
Healthcare,Growth-stage,6226946,5,24.545666623953238,907,8.582917748406633,5161610,1560684,407631.62906041165,413241.34992455796,2911555.603900337,3491194.1666666665,75013.1299424383,236517.59776154722
Finance,Early-stage,3379301,1,24.413399700356592,220,17.086819067935366,7460475,1658258,216657.31355930073,328141.3588476572,3945334.430263026,1147043.3333333333,44358.6289329984,60303.67650788558
Retail,Seed,1839116,7,28.53986432008447,319,22.15744183653671,4553462,2517901,338373.1180925957,192545.39721518764,3141019.404961587,1079628.9166666667,87923.30813975907,77124.51065731965
Healthcare,Seed,3334279,14,28.679069557157867,260,16.533895350127796,2437409,-127124,407380.2821988406,361108.5372837918,1022975.74249231,2152518.3333333335,130597.20391485504,124957.62460856259
Finance,Mature,5265985,8,27.632179430451437,43,11.845890092353084,7226624,1169341,1030108.9836862544,743811.1832159902,3521625.4501508325,367169.8333333333,101048.75958363122,227859.89417705507
Healthcare,Early-stage,1316667,16,15.85118213879661,83,3.7857546352197566,2401592,4335047,116283.99781448326,146869.60656218522,1392606.5330115734,289455.5833333333,39543.46694354677,31230.283256406696
Healthcare,Seed,7326885,12,37.16477919039349,313,23.828630678942496,3396489,1622131,1300423.833173327,934383.3543053122,1921002.2225069203,2103203.5,268676.5996045356,211725.19621567774
Manufacturing,Growth-stage,5613783,3,23.933474756319434,914,37.19325889737275,7240060,3630079,372806.0279516223,758607.1343437984,3277052.9047320797,7862608.833333333,189745.46363790883,189877.09980301512
Tech,Early-stage,2722629,4,-6.585822771914353,83,24.90405898491203,4232032,1437312,282415.5590827734,304265.65516387275,2323332.547103954,786037.6666666666,41108.15521272361,64088.703178049815
Finance,Mature,3789724,10,6.396632658021481,157,2.8102968788449436,5613079,2928209,542403.0377740273,492994.9983507993,2297477.76100054,789082.0,151339.64900767576,142868.04432216997
Retail,Mature,5299086,4,-7.798599452123347,834,-2.5902484411746585,5625800,1219224,294105.66552043875,247314.76723187385,3659320.2083924077,7304102.5,114012.49120128393,186746.58913987732
Tech,Growth-stage,9620022,6,11.721770491180404,651,4.534927603892509,1619189,3476587,752692.0581090557,1273806.442392517,1036439.8036301825,3913486.5,349871.770836284,336135.8623809243
Manufacturing,Seed,1151097,19,21.06265462870152,974,46.84036544717547,7564444,1696240,141853.268324218,80376.69880477681,3129596.765325786,4347124.333333333,43206.10153135504,45681.26682996947
Finance,Seed,3752412,5,14.658513707839475,571,7.338022861246818,4437791,625778,358576.1999119906,120416.44932566232,2251723.3451873455,2292565.0,47307.07324754222,77261.64043820882
Tech,Seed,4436639,18,-9.204137121610664,72,37.24977510131247,1158476,2475548,598905.0265260392,610389.9304295154,668596.8451037859,382770.0,88112.69343615754,92686.92454803355
Healthcare,Growth-stage,5495252,19,19.281051104353438,630,48.36830964857391,6767590,1449214,1004087.7009728407,679034.1855672626,2798098.9832627447,3489412.5,197117.02041587053,55060.490718500405
Finance,Seed,6027042,11,26.935125854076958,44,5.295377850396228,2609783,-370930,402969.1395802314,864453.4447605984,1501542.1363420251,183942.0,187010.9387383292,154019.0962812299
Finance,Early-stage,5202433,4,12.555138426034716,340,36.71622849031726,2215394,-126244,836830.7416105353,459925.3198730125,1360534.7398325861,2529486.6666666665,256559.83617816443,175482.63200876027
Tech,Growth-stage,225433,11,30.738304686921495,846,18.212678967388193,6287689,2260439,22997.97193751269,8059.091558488264,2818240.267226907,6874807.5,7190.143520773591,7411.804721731515
Retail,Early-stage,1638274,19,25.696446398866556,800,36.370642515537845,6293912,-316534,311662.0070416598,55707.64377454373,4330056.932987443,7377133.333333333,25311.223106985115,33809.916759356536
Manufacturing,Mature,1584468,5,39.23582463639052,155,11.349484230939215,3825762,1273506,297349.1173931262,231465.83031399484,2656972.7073373743,1076475.0,17380.023033250385,63881.929178471924
Finance,Early-stage,4703003,17,11.16088459158858,474,18.259751995201512,837552,522399,759293.7199066668,233198.08971441575,480143.8953421415,2094053.0,181011.80310523775,60920.91588672535
Manufacturing,Early-stage,2430724,2,-0.9023213633894098,149,44.93873898176457,1167160,617212,317168.30977591785,333590.92923403985,816695.9435103555,1052834.0,65981.13654030772,53965.486947462625
Healthcare,Mature,7915189,19,-7.883702018717517,606,3.003938997727646,1545480,1945750,1279117.0365261494,1023677.2258012885,676602.9111045643,5905823.5,278713.77578716597,339362.89859394
Healthcare,Growth-stage,827607,4,36.37387560764347,170,-3.9206760222484394,4511659,1445824,59628.947189529455,72923.16680374992,2083794.0400752334,1089246.6666666667,35794.77541445048,23128.66348618609
Finance,Seed,3524163,6,-4.536826419985171,480,36.41616437816651,4308050,303006,495847.3786869804,282238.7059830138,2220430.081058737,4158720.0,89716.3799256684,124815.5023877419
Finance,Mature,6300954,3,-6.332520145284395,353,1.7261180598897141,1974282,-446611,742719.1105194216,665134.1193056821,1135481.6958853588,3048772.75,103470.06807584569,88125.18500209665
Manufacturing,Growth-stage,4451559,10,0.8394002769106041,78,1.9107284115564465,3451330,1599279,703389.1887422126,633324.5600376306,2155667.163301612,335679.5,106603.70922438252,157258.90729135775
Finance,Mature,4169318,9,10.287902073853704,50,45.52011139122704,6463967,3103619,742930.1719017207,215890.28887324507,3351991.729155771,314179.1666666667,73876.32034057348,199564.66581519658
Tech,Growth-stage,4347799,7,33.773697146463284,43,48.50632790742567,1010703,501275,371297.3164463452,440828.99934988894,428933.1854728296,278693.75,138296.6111668333,208269.60766783668
Tech,Growth-stage,8404353,16,10.587125361840343,967,-1.8667859355330925,4544543,2468148,1470148.4266582287,512551.2266524905,2435715.7701271484,8466729.666666666,129865.39956675109,379887.00651627185
Manufacturing,Seed,4304831,4,28.877824140503108,665,36.677917397180686,1493034,1113454,304664.4139409014,259574.59206549235,748781.6932744874,2840824.5833333335,152664.9418791104,148923.75264689405
Finance,Early-stage,2026320,10,25.33730549003652,916,47.14480691517486,4662970,906386,269118.0111865289,233864.0679536715,2567841.769009922,3078981.3333333335,75145.65455624084,55704.58776461471
Healthcare,Early-stage,9587449,11,3.7371242926418784,961,10.756964733794309,2207504,3461477,1464616.739781315,860798.217111061,1018262.0837696333,9398099.5,217802.02100177394,145096.37212917415
Healthcare,Seed,5476341,6,8.0837183804497,218,34.167034026601925,3462372,4755652,309911.48748708994,776299.7606396871,1845138.6082592434,1392257.0,153754.41222339866,204691.97523267654
Finance,Early-stage,7690715,19,-1.150684573600211,585,33.26310461241384,1137734,278529,1361497.0708361983,343131.11587020074,569015.2992540739,2724442.5,185328.88411708313,282329.7082025029
Finance,Growth-stage,50342,15,12.335671583744194,397,32.35634283573402,3792407,826285,4876.342305157205,1677.79651970498,2627909.78939608,3365964.5,1916.1537774387928,1838.4361465305128
Tech,Early-stage,248948,6,23.585447294605196,691,36.10893586582067,7636685,179756,40680.17792901644,30008.482009236086,4509760.355314546,6900613.916666667,6569.255203440444,5199.013780055445
Healthcare,Early-stage,7735887,13,0.9216546067515292,884,43.56214620733408,5270066,1590769,599753.8793910688,1020362.2891499387,2873351.945295641,8181420.0,376090.9731391865,253264.34910314652
Manufacturing,Seed,2977739,18,4.539167368761186,724,41.95947759266469,584591,2438884,159864.74465752227,352999.93477483676,312058.44794762845,4108700.0,81856.83488486453,121784.68622444471
Tech,Mature,465768,11,-0.1590050320208949,991,49.61937575772497,6772464,4025247,56899.44679857377,60100.13523888039,3393871.410094044,8920734.25,16126.906896179853,9022.432973414016
Finance,Early-stage,1868236,3,1.9934094212787947,612,9.964072228044502,925153,4340232,95828.64983082232,88529.80615817716,536671.2377094618,2119764.0,47305.53480652204,76570.54720452472
Retail,Mature,8239916,11,13.876324146191568,645,26.945228378885723,6206188,1984232,438004.4310564468,1027638.2532346038,2821753.130751245,3832912.5,87603.88817489144,244160.12228249287
Finance,Growth-stage,1872799,7,2.1401231096489823,336,25.418670955668723,1027565,-445581,320159.1895885464,204625.80337478232,584813.4724060968,2993872.0,75271.83081007257,30970.14227737167
Tech,Early-stage,6210776,2,1.1340926436665928,404,39.0426488028982,4430912,4621486,810052.4814350379,435173.2877128963,2416126.553840631,3696128.6666666665,63720.449324027126,200395.8347734168
Finance,Seed,6953651,12,15.075993539067891,752,43.701883074578305,2493305,3414595,445747.2100358066,694230.0606317399,1359714.1794417533,7473188.0,159243.8315874644,275353.03131531645
Manufacturing,Growth-stage,7692080,3,28.608041586123086,698,28.380652207044733,2609961,739110,939746.8539205454,1054256.032208617,1437425.3362575509,5800031.0,93411.49338509205,189010.98937253197
Tech,Early-stage,1389549,8,6.3127601398464925,916,36.532981847188935,106590,2640486,211548.44626457908,204958.73288005308,63697.33417255743,3696518.0,56112.69138011794,17297.00336004598
Retail,Seed,3886693,4,20.012320213084863,727,10.534586851426619,6893901,3908063,457195.2553825549,216988.52963893046,4370482.744247365,3504806.4166666665,138882.50837180583,41054.95161403977
Tech,Early-stage,6102252,15,-9.97584396742069,426,43.01672105446519,1209070,509179,589557.6493077269,403016.2582033687,587529.9903468253,4023712.0,172655.57686028088,266968.4312408534
Manufacturing,Growth-stage,7705374,17,-9.274966551090193,975,26.87956508618766,6932269,1025900,1522563.2926077317,760499.6087124031,4304787.426742409,5950750.0,239742.1907642754,179211.0362713769
Retail,Mature,1668114,18,23.25059857355113,939,30.270026612804656,3684768,3774194,261441.27967851236,233846.7825640906,1854258.6201637087,3831198.25,64187.26985128741,34294.102520006265
Manufacturing,Growth-stage,4488328,12,14.579825424298946,841,35.23992355973275,3249707,923520,534626.542500228,618113.9707583638,1907737.3718847907,7910235.75,70460.0248587024,165971.32313995957
Tech,Growth-stage,8721188,18,11.844678976238008,111,4.423039547066507,2873358,-412626,938685.2419917041,940998.8663806982,1311456.3106966072,747844.0,185898.1385911233,255891.14909110003
Healthcare,Early-stage,1087426,15,-5.090420636335226,507,-0.020453640840512932,2106437,469854,140626.82708946953,54450.54524647114,1094044.3272886188,2410404.75,38082.263415646274,13709.582989035212
Finance,Growth-stage,7657966,18,-6.84980953252198,855,28.61433075644132,7605045,448968,1340430.4564621972,521640.93617378076,4877468.133671883,3659613.75,288561.8316925373,213079.13619563408
Retail,Seed,8696407,7,20.922899801684906,194,17.852133547409586,1847035,2709969,1054852.197150319,662118.1617096108,829796.5812242471,892286.8333333334,202566.65993632135,163261.3420523576
Tech,Early-stage,5699083,7,20.60673370529357,992,45.06202397657697,3250009,427984,504643.42249750934,751115.5123862188,1959065.773227273,7835725.333333333,230149.64740094877,117656.21894644908
Tech,Growth-stage,5605206,7,11.917036213248544,329,19.951731011002774,2907397,1712693,441031.6888525585,270397.91775285115,1463680.9583464812,1938139.0,119653.66546079282,261524.74480945704
Finance,Seed,8438888,15,13.5923311567378,687,42.46893995061395,917763,1310297,1089076.381428537,607595.9869324758,586817.8390984716,4417181.0,120280.53447095718,328773.14524022426
Tech,Mature,2556287,14,3.451455555848163,459,11.894095433836036,6701402,-69462,268857.6982875385,148270.47255598445,4682831.571444796,2300584.5,77190.70739894189,29534.650615352577
Manufacturing,Mature,1572827,2,-9.162632848024323,413,3.73262621157315,2743251,2377685,122854.08108311197,164422.27401367895,1235981.6593693846,3500519.1666666665,51530.7965537084,61160.56534320601
Healthcare,Early-stage,8347870,15,16.15731354539264,407,7.686952448541819,4222334,365918,896430.0655323408,687861.0414473702,2506657.3394372417,1827260.4166666667,307165.60948758933,294479.7932881649
Healthcare,Growth-stage,480388,18,0.31699205555252163,778,2.03353225278743,2937174,-383976,38935.56455558559,66237.75197865006,1988405.0337002296,5606138.333333333,20258.882278631176,9402.457726174598
Healthcare,Early-stage,9625001,4,-0.8374985344560635,398,34.632953851389324,7921019,2313067,1840194.506442289,424197.7167921014,3437223.227095315,1529480.8333333333,115557.3282429531,354695.5405835006
Finance,Early-stage,6298847,11,38.79056815227386,686,45.89992527246045,997556,-307338,1062369.803339161,610191.3805375745,555035.9389573984,6802376.0,231284.5074014867,190110.31043734183
Retail,Seed,278146,6,14.081125696348028,7,35.76068783865592,1467398,4059758,19194.95919920706,16593.24144533133,964838.6496125517,43649.083333333336,9843.631897671334,7857.502923541496
Healthcare,Growth-stage,2746641,8,13.126031024008075,185,-3.9299527409507595,1281494,4094401,213438.6957114347,278508.49840213783,587084.6127454751,1205490.8333333333,75879.71856451353,85592.55098925046
Finance,Seed,452624,8,36.01749749379589,673,11.40173244414608,1594972,3720782,38369.90296851628,63128.85845256127,736722.3561254427,5514954.583333333,20343.00571386115,21665.059479521457
Manufacturing,Growth-stage,4471502,15,-3.792684470452703,254,26.359849170495504,6405938,605755,645137.9701367734,308297.0759687064,4433375.177165715,1383940.1666666667,142039.75580896297,56846.80450188307
Retail,Seed,7347540,19,10.665304601822776,485,30.33145510931108,2348516,3612374,1226830.666836731,452874.15493482345,1250175.8611352139,2856569.1666666665,232550.77336426315,291010.42866629263
Healthcare,Growth-stage,5403784,9,-4.19335979466511,538,34.85340611529976,1395204,1978396,527415.5740698301,599701.3782286259,806152.1275403394,4008234.5,175007.0848502032,64160.86598488014
Finance,Mature,9875251,12,-6.446625974980204,138,22.77855695566054,2407589,2823645,984211.3521285502,1197513.0976177263,1473560.8555663328,1336840.5,481378.3991507691,478249.2002598837
Tech,Early-stage,8143456,9,-3.6444773759478375,341,14.399804202483416,5213131,1389478,1058990.117856937,1126068.775468086,3384247.9024526435,2487765.5,314933.59934437845,189553.38021278672
Manufacturing,Seed,4909588,11,9.20027695963756,325,3.523507599726406,874506,2278695,457925.07831580116,627064.5266354528,602862.7989785268,2578983.3333333335,232877.45015634008,220896.65313377758
Manufacturing,Seed,7944746,19,19.305694890356914,692,37.84961822130927,1309255,4798766,687102.3865978612,1056562.4955327807,633375.0229969356,5881077.333333333,300273.2825042476,341471.95882736513
Retail,Growth-stage,8806031,3,22.65817088005157,278,46.48882802604426,3180357,3319616,1599908.8971300614,813046.6464072278,1995069.4969149348,2683696.1666666665,91252.9761853574,162996.71889266596
Retail,Mature,9745303,1,28.133620775901164,636,33.46850220753421,3312295,1507611,655877.6601201554,1334195.6633857626,2162704.769884439,2817851.0,239572.786232973,393748.69944131584
Manufacturing,Mature,6211364,2,25.172501269815413,383,15.88274751414486,1762580,779819,974285.4896878555,886321.6061287973,740005.2719444869,3323610.1666666665,235275.5758631329,156469.79483001994
Finance,Mature,5751726,1,-9.556388447906224,162,25.204183659243096,1493197,1397768,304887.7103163093,394923.5685882805,698706.0684263268,671058.0,162910.6030302207,191568.10191217376
Retail,Seed,6719304,2,39.06294386993511,348,48.660276187536304,6310419,1335635,1273358.775604764,709148.2469748295,4181973.8816272398,2677889.0,293138.4155994219,122867.10827005704
Healthcare,Early-stage,3153730,15,23.32278174602635,529,5.370032383609622,3236039,2184965,488885.8294415205,351374.1306560825,1579736.7106632069,4093269.75,104293.49324233546,67892.30580046725
Tech,Growth-stage,7350758,12,28.590457674693283,529,5.853611598542473,7237887,494316,1330175.9884351077,603165.854702521,4357642.852063683,5132622.5,147548.93711892338,282033.9990824709
Manufacturing,Early-stage,2394530,8,39.05400368677646,748,20.766053347235296,3827863,4037879,246559.6420916502,323412.27433287195,1554656.2671859586,7432813.666666667,101244.6553028994,70603.89623824097
Retail,Mature,3697380,5,3.740129665382849,576,38.439615118920344,351746,2462040,310573.95204027527,499199.8150105814,237167.19147905233,3328944.0,103218.88267869294,160160.82909873503
Finance,Growth-stage,6105439,16,-1.638612670070497,348,19.51450676328316,6927317,2198827,377155.969213129,578265.6629687985,3726920.000120391,1169541.0,298956.55376019055,200116.73420231612
Healthcare,Mature,5207801,19,2.0444100031489256,497,48.15690208408231,6113483,4759547,575478.377579277,324903.8192852353,3148427.429606606,1791602.1666666667,133944.85278690752,104879.19823127433
Finance,Seed,810757,15,2.838388775682624,632,42.70835370557667,1903788,1266174,129478.68803337227,38680.55805852838,1099287.1112636537,5563232.666666667,33313.22506676996,28962.4538454422
Tech,Growth-stage,9412140,15,26.54733081459193,44,16.343877394100694,1088055,169635,1061461.246748216,669050.4241282217,456746.51235657657,178046.0,97233.25725974822,238172.11174351317
Finance,Growth-stage,8514844,18,35.19468027864928,401,20.7189885862695,766243,3164895,1259296.6497959073,975744.9261642426,514191.6505596612,2771377.8333333335,340995.48591323564,381314.8099918465
Finance,Mature,2419058,2,-0.784383323673989,630,11.332197600963163,7656719,4291043,467309.3496534684,271256.0067328543,4350490.434783344,2467552.5,68678.65328491568,74819.18443256801
Retail,Mature,2859395,1,-1.297539730318638,626,43.8183095655578,1949963,4886636,561225.1057651918,163434.6658120332,910161.8753865917,5634939.0,39427.400219354335,116100.53090112245
Tech,Early-stage,4251380,16,-1.789718776891549,383,45.74748029344361,6911498,1501406,718154.1600345375,569931.280242921,4768505.747090617,1844879.0833333333,80129.23733483798,55203.20500898797
Manufacturing,Seed,6700719,7,31.0118905855428,841,-2.9658224358682954,3237518,2133034,1296693.178403243,326678.01036978833,2137576.1662840126,7021438.916666667,185987.8637489717,239635.21956140507
Finance,Seed,853503,14,4.2348557193633205,920,44.075841703751905,6979530,2049471,67808.75997138687,57301.79235454328,3275166.7473613806,3412203.3333333335,31187.59561669146,24926.3675090184
Healthcare,Growth-stage,6519153,3,-6.88213926669782,373,23.33992366799056,1461702,1460421,1140585.4968740593,247753.75774782672,834547.8371149336,1833326.0833333333,259017.20919193828,107292.01897299106
Tech,Growth-stage,517166,9,2.7446272673230325,112,-4.122898429831151,3353500,2100509,74344.86292875395,15655.137093403458,1421208.893431786,806381.3333333334,18834.872128084964,21675.095017761025
Healthcare,Growth-stage,5938841,8,32.62813927098208,744,49.91116461220997,5044061,3644796,1031646.0244640611,226040.45365686817,2586488.565259952,4706668.0,181675.0622401072,234591.3390608111
Tech,Growth-stage,9611671,5,16.751407991737093,855,6.97965289531799,3052694,3418934,1304139.484880501,530983.2278249018,1543167.2038114155,6195187.5,291399.19574336946,440080.1824472786
Tech,Early-stage,1857513,5,2.495135526279565,420,36.983479678852106,3935255,3410599,219676.01791607204,202055.11380396393,2082661.4819409167,2124535.0,53629.64472640091,57441.9002631837
Healthcare,Growth-stage,1881717,10,26.936101978259508,890,-3.989272874963376,1162026,3757630,278196.94407875504,115993.44063097153,693674.7930308201,6754951.666666667,93040.45554414632,88292.264673109
Healthcare,Growth-stage,9649983,10,23.013986872733355,626,25.588045650373047,5690972,4317826,540250.0791148734,978549.8219546155,3430514.341374296,4327277.166666667,202492.62032153815,99451.11348604555
Manufacturing,Growth-stage,2735633,13,4.272069377245211,37,48.809566669351454,6833870,2197600,406082.2516678567,284864.820743365,3159940.5570648434,188641.41666666666,85100.72047793648,102354.92148247099
Manufacturing,Early-stage,8646981,15,-0.23369938240010057,692,41.19629476553201,5844378,475580,1423589.1544633468,1182543.0226543492,2706585.9519383786,3127955.3333333335,368808.43439086695,224106.66172251318
Tech,Growth-stage,3005636,10,35.10201845666549,533,-0.20968756725496185,5509954,2117288,326748.0423617373,110925.50825675222,2229908.0813192977,4021973.5833333335,73152.81028017084,81805.81900222196
Healthcare,Early-stage,2446004,3,20.401891373026302,142,49.012866920569955,1963982,4716211,469235.19639818533,322924.45810564246,849490.5857745244,967043.6666666666,35325.22534839208,61860.02763612151
Healthcare,Early-stage,8703668,7,38.469296727879275,688,18.670593148674037,3675133,4647620,1607014.1731848682,506268.8138734742,2504079.367591579,2955017.3333333335,320955.2434514602,335020.3769168865
Manufacturing,Seed,2877131,10,35.9011285603225,981,-0.8414582215321555,5366616,1465510,269138.68246552336,283149.5051604779,2521793.295393823,6296303.25,63187.56697870236,124522.65765509731
Finance,Seed,6773320,9,15.762471242575263,471,38.45048489958524,7903793,666827,1255641.7954943278,634992.7588572286,3694062.0684489636,4209091.5,191531.0279928729,75818.06686388586
Retail,Seed,4950670,15,-6.993741034873876,708,43.98769061668709,5684820,4545460,567286.2266934838,400459.312154018,2804702.39238965,5973219.0,55013.19354940377,156475.32192707827
Finance,Growth-stage,4012646,4,22.226752737515355,555,47.562336011718,7938743,1189305,665350.3847621193,217445.66723881126,5508229.676539221,2681852.5,52409.34153379995,135786.51658492998
Tech,Early-stage,891451,14,17.806424287163367,663,20.435758790898543,6217487,-453734,69767.35830954442,28066.38718370658,3635808.5233528013,4698570.5,16476.521199484327,37635.43172045676
Manufacturing,Seed,7762385,3,30.55288657687977,976,39.735785989508926,4154052,2680118,1305585.8786658884,412378.16960971773,1734374.0586623063,3647068.0,293736.3447775772,108766.88929372036
Healthcare,Early-stage,8019717,4,35.03427621108339,961,-1.520368312698663,7856860,4620922,1467820.673028115,729264.0162657377,5018029.482627124,4670700.25,190119.92270445652,83312.2985836963
Finance,Growth-stage,2325672,13,7.751463743463557,353,21.317942479321456,6703889,79283,123203.13032568729,176665.4754534549,4354357.367304456,3171146.0833333335,63007.456661263954,96840.398704224
Finance,Early-stage,8692725,14,19.270789838859706,956,14.165541406245723,1186819,-174114,885725.630463976,683658.3308351788,769840.2820356543,3999346.3333333335,111033.70165383129,118792.78900713647
Tech,Growth-stage,486720,1,31.448458360161396,302,15.441325709943229,477543,4524805,53501.43398618778,31576.443488055156,266709.7356617954,1402538.3333333333,18219.422892606224,17990.608374094245
Finance,Growth-stage,7768912,5,-0.8805503476505123,68,18.29068640660142,6733946,604083,1060058.5618174782,1089378.6170310185,3248934.335122132,547326.3333333334,106196.6074958985,243964.80907002938
Manufacturing,Early-stage,514696,1,39.45078213155689,966,17.761265535008512,7627104,1149009,39994.54003597278,38280.71991614989,3968696.8042990817,6798708.0,22405.865562330662,17801.96874345346
Manufacturing,Early-stage,6372351,1,37.90682966185025,537,9.971697882868897,4216084,1268704,617155.5210473574,445987.13995724433,2641143.0883352864,2532671.0,278220.783481332,301906.08810851566
Retail,Growth-stage,759537,16,-2.6240304764159745,32,-1.8968888389650078,1928680,166113,55848.43597070856,97047.56808954266,1204616.789496892,227472.0,34829.82620714029,25207.509330858073
Retail,Mature,2950024,16,-7.850066485820614,311,26.014061848302926,3245226,789203,253985.4230088092,242320.80814372172,1763009.5740488973,2974455.8333333335,136277.30202797646,60716.60143579981
Healthcare,Mature,8849267,10,20.982011064746107,491,20.70763244009805,7299982,1118851,1676421.3796081648,757065.0680257091,3199339.606396484,4220554.166666667,366612.6294164792,336444.57560815144
Finance,Seed,8521250,12,19.291344954875786,938,36.97950480741251,600243,3722765,1688671.3169471843,455341.94951121014,386474.8674264097,3474899.1666666665,110677.89060654008,116509.07588179094
Healthcare,Early-stage,6488784,11,-2.7466296533201726,944,31.13332316287714,1560299,4664632,1059305.093481286,638632.042721864,811097.9867621199,7442968.0,229470.78073832032,118972.06940684454
Finance,Early-stage,2368381,19,14.748131670530931,10,5.238886721642178,1829914,4239505,290596.9599369925,296849.6972882186,784253.4497395689,59548.333333333336,76194.02205078735,112144.56420122662
Finance,Seed,4979981,9,10.611181221429948,707,10.319577848787404,1105023,-349277,635313.2971624437,618455.1659526045,653272.3780701737,6050977.333333333,106590.86014313667,131199.39229948405
Manufacturing,Mature,2565145,17,-2.808251374580708,531,-4.092467894567418,2569567,-96778,387053.30891215574,81538.90050953568,1657916.233007695,2418218.25,83028.5152276595,120460.5127452457
Healthcare,Growth-stage,5556656,2,-3.852866318641431,711,32.78826534971121,1763365,3770804,322617.18117756024,438788.46216078097,976122.6244758562,2815086.0,66297.98105623302,76002.4527813883
Healthcare,Growth-stage,6138886,7,39.461683915157494,880,17.131439389383907,2057347,3443905,863453.9957666104,727653.8305805919,892033.9530975098,5758940.0,154272.28322570314,151810.05363625402
Finance,Seed,4203646,4,12.32817618391466,995,40.715029985928226,2317717,107984,593068.9900888476,552669.3778770581,1526073.6311757835,5501023.333333333,158500.65939611298,125011.7247027139
Tech,Early-stage,296087,14,6.781590207827541,234,17.947547749987706,6785939,2175411,31491.828486112518,10262.96532568434,3659606.975669934,2296222.5,7955.269246868174,14141.805097901477
Tech,Growth-stage,749853,15,19.407324910808562,64,41.916133523948076,3942640,4154750,131450.89873305944,67440.77259717787,2149675.62904384,315045.3333333333,36298.31329306975,13766.20476058614
Manufacturing,Growth-stage,1791484,18,-9.893788028860776,394,40.4286659046139,7784797,1631802,276929.08354782953,99544.65107210218,5229746.250150489,2320889.8333333335,34639.81720899257,21453.674180556885
Retail,Seed,5323988,2,12.744449242828068,472,14.560216858171014,6124518,-149407,808010.4095726825,552192.7390489918,3629530.5705609415,1971583.3333333333,194508.82772696888,174667.04690572628
Manufacturing,Growth-stage,986875,15,-4.191073503461364,544,35.73740842391529,7502916,327888,174167.31926625574,78835.83898866389,3015899.803332847,4976013.333333333,48425.10676305268,17697.582493485545
Finance,Growth-stage,4933987,7,6.436296149670206,116,12.541257008529254,3546457,3459371,314940.7516490832,599136.7814686195,1669222.559326139,638705.6666666666,69855.7423959858,138426.90448885818
Finance,Growth-stage,7777403,4,29.471909256050566,493,-4.718951116240379,1626030,398029,1337638.7591775889,263064.9196234663,985995.4273285386,3585753.3333333335,280780.72251637705,279236.8030620686
Tech,Mature,6138067,8,-3.758311172190073,107,48.21646887228561,6347782,3935885,752781.4642911848,678976.307587898,4112426.538937805,1042902.25,117129.33445840294,235092.2063290293
Tech,Growth-stage,8426070,2,32.03939562469575,262,20.579883903792123,7133121,3732937,1637245.5196347295,691635.2665420144,3306474.9263958177,2393129.8333333335,326054.5240884803,304781.8518580382
Manufacturing,Early-stage,3873286,5,-2.2153742505593845,198,7.945386687962673,4683912,1359609,519377.5513593669,327615.25143156666,2635996.8008844266,1961833.5,113314.41789194905,157660.2459949523
Manufacturing,Seed,928820,14,34.239605873394005,295,46.50184559667089,7887489,3389685,169555.06479937877,85559.42148932976,4344368.631418681,2253578.75,11703.971309109815,12627.346204959207
Tech,Mature,9270741,6,21.86583711973204,371,49.96398871745514,2411555,1845654,936049.1172025127,915913.9308346586,1610578.300299129,1332230.0833333333,194519.7264797923,454671.0258634053
Healthcare,Mature,3046580,15,36.1263257591826,198,15.670967909733598,3982284,3834652,228034.10850726912,122285.6911664739,1763101.2915088288,1264032.0,45513.46362950253,144354.4786892419
Tech,Mature,2421993,15,19.786645245192044,508,26.86009260298266,2641986,1362536,313963.4989509363,312064.1174876474,1062603.5699842027,2155909.6666666665,90744.73331550915,59322.694377144406
Tech,Seed,7954773,11,33.947418562394034,916,-1.4240661388411944,6300940,2970991,1471851.2477828297,349856.19443833653,2929539.0686625536,3355308.0,155823.66203528264,228027.36032779975
Manufacturing,Mature,3100521,17,15.555223338583328,690,17.00952489608232,7153502,-30720,371585.8553807928,157180.2569416492,3329621.115422489,6249732.5,86179.47428171519,62420.244422890275
